show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s0237,Movie,Dark Stories 237,Daniel Smith,"Lucas Martin, Cameron Davis, Jordan Singh",Brazil,06-05-2025,2004,PG-13,75 min,"Animation, Sci-Fi","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0238,Movie,Last Shadow 238,Arjun Jackson,"Arjun Kim, Sam Martin, Alex Brown, Taylor Lee, Cameron Lee","South Korea, Nigeria",13-07-2022,2007,R,148 min,"Horror, Reality TV","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0239,Movie,Rising Promise 239,Priya Martin,"Noah Brown, Ethan Anderson",India,25-03-2022,2022,NC-17,147 min,"Crime, Reality TV","A crime story about unexpected choices, relationships, and a journey that changes everything."
s0240,TV Show,Secret World 240,Daniel Lewis,"Emma Smith, Sofia Williams, Jamie Brown, Arjun Clark, Casey Lewis","Italy, South Korea",10-11-2025,2016,TV-14,5 Seasons,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0241,Movie,Fallen Journey 241,Arjun Lewis,"Taylor Lee, Riley Garcia, Drew Jackson, Sam Kim",Brazil,23-12-2020,2002,TV-MA,101 min,"Sci-Fi, Sports","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0242,Movie,Lost River 242,Liam Jackson,"Morgan Williams, Taylor Lewis, Lucas Garcia",Italy,10-07-2023,2024,G,148 min,"Animation, Adventure","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0243,TV Show,Crimson Promise 243,Ethan Taylor,"Casey Kim, Avery Johnson, Ethan Sharma, Sofia Lee, Jordan Martin",Turkey,24-09-2025,2001,TV-MA,1 Season,"Sports, Reality TV, Documentary","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0244,Movie,Lost Game 244,Emma Williams,"Maya Singh, Jamie Miller, Noah Taylor, Casey Taylor",Mexico,12-05-2020,2011,TV-PG,128 min,Mystery,"A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0245,TV Show,Infinite Game 245,Jamie Khan,"Emma Jones, Emma Lewis, Casey Williams","Italy, Canada",14-04-2026,2025,TV-MA,3 Seasons,"Horror, Romance","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0246,TV Show,Hidden Promise 246,Priya Garcia,"Olivia Martin, Noah Thomas, Sofia Anderson",Turkey,03-09-2018,2026,TV-G,4 Seasons,Documentary,"A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0247,TV Show,Crimson Kingdom 247,Daniel Thomas,"Maya Jackson, Noah Lee, Jamie Jackson, Alex Sharma",Turkey,25-12-2021,2002,TV-Y,6 Seasons,"Documentary, Fantasy","A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0248,TV Show,Electric Journey 248,Arjun Singh,"Daniel Clark, Avery Miller, Olivia Thomas, Priya Clark",France,08-07-2021,1994,TV-G,6 Seasons,Sci-Fi,"A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0249,TV Show,Rising Project 249,Olivia Patel,"Daniel Jackson, Aisha Kim, Ethan Khan, Priya Miller",United States,05-05-2026,1998,TV-Y7,2 Seasons,Crime,"A crime story about unexpected choices, relationships, and a journey that changes everything."
s0250,Movie,Dark Game 250,Morgan Williams,"Sofia Lee, Jordan Smith","Spain, Italy",12-12-2018,1995,PG,158 min,Romance,"A romance story about unexpected choices, relationships, and a journey that changes everything."
s0251,TV Show,Fallen River 251,Casey Anderson,"Olivia Jones, Avery Martin, Riley Smith, Jordan Lewis, Maya Thomas","Germany, Turkey",28-10-2025,2024,TV-14,9 Seasons,Romance,"A romance story about unexpected choices, relationships, and a journey that changes everything."
s0252,Movie,Final Project 252,Daniel Clark,"Ethan Clark, Olivia Lee, Cameron Jackson, Sofia Lee, Casey Brown",South Korea,01-01-2018,2016,NC-17,141 min,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0253,Movie,Infinite Hearts 253,Sofia Lee,"Mia Garcia, Sofia Anderson",France,14-08-2022,2008,R,146 min,"Animation, Horror","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0254,TV Show,Burning River 254,Riley Clark,"Arjun Wilson, Jamie Brown, Priya Clark, Casey Martin, Liam Lewis",Australia,18-01-2020,2024,TV-14,3 Seasons,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0255,TV Show,Silent Legacy 255,Liam Khan,"Mia Singh, Sofia Davis, Drew Smith, Avery Johnson","United States, United Kingdom, India",26-02-2026,2008,TV-14,1 Season,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0256,Movie,Last Code 256,Alex Garcia,"Drew Sharma, Cameron Garcia, Maya Khan",United States,27-12-2020,2011,PG,174 min,"Romance, Comedy","A romance story about unexpected choices, relationships, and a journey that changes everything."
s0257,TV Show,Last Road 257,Sofia Miller,"Jamie Patel, Alex Williams, Mia Wilson",Germany,20-01-2019,2005,TV-Y7,9 Seasons,"Horror, Reality TV, Animation","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0258,Movie,Crimson Game 258,Lucas Anderson,"Riley Clark, Aisha Johnson, Aisha Lee, Ethan Williams",Australia,23-06-2025,2009,R,102 min,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0259,Movie,Secret Storm 259,Drew Smith,"Jamie Kim, Morgan Patel, Casey Smith","Mexico, Italy, Brazil",15-10-2020,2020,PG-13,95 min,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0260,TV Show,Last Project 260,Drew Clark,"Jordan Jackson, Olivia Jones","Italy, India",02-12-2022,1998,TV-MA,4 Seasons,Animation,"A animation story about unexpected choices, relationships, and a journey that changes everything."
s0261,Movie,Burning Truth 261,Aisha Jones,"Jordan Garcia, Mia Khan, Noah Anderson, Noah Garcia",United Kingdom,01-02-2021,2024,TV-PG,151 min,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0262,Movie,Last Files 262,Avery Khan,"Jamie Lee, Maya Khan, Alex Clark, Ethan Patel","Nigeria, United States",20-05-2025,2013,R,143 min,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0263,TV Show,Lost Files 263,Lucas Garcia,"Liam Anderson, Drew Sharma, Olivia Thomas",Spain,09-05-2018,1994,TV-G,4 Seasons,"Romance, Documentary","A romance story about unexpected choices, relationships, and a journey that changes everything."
s0264,Movie,Crimson Signal 264,Morgan Johnson,"Lucas Garcia, Ethan Singh, Mia Kim, Jamie Johnson, Maya Wilson",India,02-03-2025,1990,R,82 min,"Action, Reality TV","A action story about unexpected choices, relationships, and a journey that changes everything."
s0265,TV Show,Wild Storm 265,Maya Johnson,"Ethan Johnson, Aisha Brown, Cameron Brown, Sam Martin",Brazil,26-11-2023,2004,TV-Y,4 Seasons,Horror,"A horror story about unexpected choices, relationships, and a journey that changes everything."
s0266,Movie,Wild Road 266,Priya Williams,"Lucas Khan, Mia Lewis, Priya Williams, Riley Miller",Spain,14-12-2021,2011,PG-13,115 min,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0267,TV Show,Infinite Storm 267,Olivia Sharma,"Liam Wilson, Emma Lee, Sam Patel, Noah Taylor",Germany,11-03-2021,2018,TV-MA,10 Seasons,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0268,Movie,Northern Code 268,Cameron Smith,"Casey Davis, Drew Smith, Mia Taylor, Noah Martin",Nigeria,27-12-2021,2026,PG-13,94 min,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0269,Movie,Rising Truth 269,Emma Wilson,"Jamie Anderson, Taylor Kim, Arjun Kim","Brazil, India",04-09-2024,2010,TV-MA,157 min,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0270,TV Show,Broken Mountain 270,Arjun Brown,"Drew Jackson, Priya Sharma","India, Turkey",10-08-2018,2004,TV-Y7,5 Seasons,"Drama, Family","A drama story about unexpected choices, relationships, and a journey that changes everything."
s0271,Movie,Midnight Road 271,Emma Jones,"Ethan Wilson, Avery Johnson, Lucas Patel, Daniel Singh",India,30-08-2019,2004,TV-14,91 min,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0272,TV Show,Last Stories 272,Emma Johnson,"Jamie Brown, Arjun Martin, Priya Jones, Avery Garcia, Noah Davis",Australia,19-09-2020,2026,TV-PG,2 Seasons,"Sports, Sci-Fi","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0273,TV Show,Forgotten World 273,Lucas Kim,"Morgan Lewis, Priya Sharma",Canada,25-11-2019,2010,TV-14,6 Seasons,"Drama, Fantasy","A drama story about unexpected choices, relationships, and a journey that changes everything."
s0274,TV Show,Parallel Code 274,Daniel Johnson,"Sam Lewis, Maya Jones, Aisha Brown",United States,12-10-2025,2005,TV-Y,2 Seasons,"Fantasy, Drama, Documentary","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0275,TV Show,Electric Stories 275,Alex Thomas,"Aisha Lee, Sam Davis, Noah Martin","Spain, Germany",15-07-2024,1999,TV-Y7,9 Seasons,"Drama, Family","A drama story about unexpected choices, relationships, and a journey that changes everything."
s0276,Movie,Rising Promise 276,Jordan Anderson,"Mia Singh, Jamie Johnson, Daniel Clark","India, France",13-04-2025,2007,TV-PG,124 min,"Drama, Fantasy","A drama story about unexpected choices, relationships, and a journey that changes everything."
s0277,Movie,Burning Files 277,Mia Williams,"Sofia Singh, Noah Brown, Riley Davis, Ethan Khan",Brazil,02-06-2021,1991,G,117 min,Sports,"A sports story about unexpected choices, relationships, and a journey that changes everything."
s0278,TV Show,Burning Promise 278,Alex Jackson,"Maya Clark, Cameron Wilson, Ethan Taylor, Jordan Clark",France,29-05-2022,1991,TV-Y,3 Seasons,"Sci-Fi, Romance, Documentary","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0279,Movie,Burning Files 279,Lucas Singh,"Priya Wilson, Emma Jones, Priya Anderson","South Korea, Germany",07-07-2024,2024,PG-13,144 min,Romance,"A romance story about unexpected choices, relationships, and a journey that changes everything."
s0280,Movie,Golden Hearts 280,Mia Martin,"Priya Jones, Olivia Kim, Riley Thomas",Spain,26-02-2026,1997,PG-13,78 min,Romance,"A romance story about unexpected choices, relationships, and a journey that changes everything."
s0281,TV Show,Forgotten Storm 281,Cameron Khan,"Avery Davis, Morgan Jones, Riley Smith, Liam Singh",Mexico,11-01-2022,2004,TV-Y,2 Seasons,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0282,TV Show,Golden Files 282,Liam Garcia,"Riley Patel, Sofia Garcia, Avery Miller, Sam Wilson",Italy,17-04-2020,1990,TV-14,2 Seasons,"Sci-Fi, Horror, Family","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0283,Movie,Electric Project 283,Sofia Thomas,"Casey Sharma, Arjun Johnson, Liam Patel, Aisha Thomas, Arjun Singh","Mexico, Nigeria",15-02-2023,2024,G,180 min,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0284,Movie,Secret Files 284,Noah Patel,"Noah Patel, Ethan Clark","Canada, Japan, Germany",13-11-2019,2015,NC-17,129 min,"Fantasy, Reality TV","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0285,TV Show,Parallel Dream 285,Mia Martin,"Daniel Clark, Daniel Brown, Aisha Martin",Italy,21-01-2023,2024,TV-PG,1 Season,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0286,Movie,Electric Mountain 286,Mia Davis,"Taylor Taylor, Drew Clark, Mia Miller, Mia Williams, Taylor Williams","Australia, South Korea",01-04-2022,1995,TV-14,145 min,"Sports, Documentary","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0287,TV Show,Broken Promise 287,Drew Kim,"Riley Jones, Riley Johnson, Priya Anderson",Italy,10-04-2020,2018,TV-14,1 Season,"Thriller, Romance","A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0288,TV Show,Hidden Legacy 288,Sofia Garcia,"Liam Garcia, Casey Davis",Germany,29-09-2020,2019,TV-MA,9 Seasons,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0289,TV Show,Parallel Road 289,Sam Johnson,"Avery Johnson, Olivia Jackson, Jordan Jones","Australia, Mexico",01-01-2020,2009,TV-14,3 Seasons,"Comedy, Thriller, Horror","A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0290,TV Show,Parallel Project 290,Emma Lee,"Daniel Kim, Maya Johnson, Taylor Anderson",Nigeria,13-04-2023,2014,TV-G,3 Seasons,"Action, Fantasy","A action story about unexpected choices, relationships, and a journey that changes everything."
s0291,Movie,Rising World 291,Ethan Sharma,"Mia Davis, Liam Johnson, Morgan Kim","Australia, Spain",29-10-2024,1995,TV-MA,115 min,"Fantasy, Mystery","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0292,TV Show,Northern Mountain 292,Liam Jackson,"Liam Kim, Sofia Martin, Aisha Clark",Italy,03-03-2020,2001,TV-Y,1 Season,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0293,Movie,Hidden Legacy 293,Olivia Williams,"Liam Sharma, Priya Johnson, Drew Jackson",Australia,05-10-2018,2003,G,114 min,"Fantasy, Crime","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0294,TV Show,Northern Road 294,Drew Smith,"Lucas Thomas, Drew Patel","Mexico, United States",17-07-2025,2001,TV-PG,8 Seasons,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0295,TV Show,Broken Code 295,Sofia Jones,"Noah Thomas, Daniel Sharma, Aisha Johnson, Ethan Anderson, Emma Lewis",Spain,29-09-2018,1991,TV-PG,3 Seasons,"Adventure, Animation","A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0296,TV Show,Hidden World 296,Arjun Clark,"Emma Singh, Arjun Miller, Liam Williams","Italy, Japan",22-12-2018,2010,TV-Y7,8 Seasons,Mystery,"A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0297,Movie,Infinite Legacy 297,Cameron Davis,"Riley Williams, Maya Johnson, Sam Brown, Daniel Martin",Germany,20-03-2026,2022,PG-13,142 min,Stand-Up Comedy,"A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0298,TV Show,Midnight Code 298,Morgan Martin,"Sam Johnson, Daniel Patel, Mia Martin",Japan,28-03-2023,1992,TV-Y7,1 Season,"Action, Adventure","A action story about unexpected choices, relationships, and a journey that changes everything."
s0299,Movie,Northern Hearts 299,Alex Kim,"Olivia Davis, Drew Davis, Sam Anderson, Jamie Lee",Germany,14-04-2019,1997,NC-17,76 min,Crime,"A crime story about unexpected choices, relationships, and a journey that changes everything."
s0300,Movie,Lost Road 300,Maya Lee,"Jamie Jones, Mia Anderson, Emma Wilson, Riley Brown",Nigeria,13-04-2023,2011,TV-MA,161 min,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0301,Movie,Silent Game 301,Jordan Brown,"Arjun Miller, Mia Singh, Emma Clark, Mia Khan, Liam Jackson",Turkey,01-11-2025,2002,PG,134 min,"Reality TV, Romance, Comedy","A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0302,Movie,Electric Hearts 302,Lucas Clark,"Sofia Wilson, Casey Jones, Liam Taylor, Maya Patel, Riley Lewis",Turkey,01-05-2023,2010,TV-MA,89 min,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0303,TV Show,Crimson Legacy 303,Riley Anderson,"Liam Kim, Avery Martin, Morgan Patel, Mia Williams",Australia,15-08-2024,1994,TV-14,7 Seasons,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0304,Movie,Parallel River 304,Noah Miller,"Arjun Brown, Drew Davis, Mia Kim, Priya Sharma, Emma Thomas",Canada,22-08-2024,2001,PG,151 min,"Stand-Up Comedy, Thriller","A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0305,TV Show,Midnight Road 305,Morgan Khan,"Cameron Patel, Taylor Singh, Morgan Lewis","Italy, Turkey",06-01-2019,2014,TV-14,4 Seasons,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0306,Movie,Final City 306,Avery Lewis,"Daniel Lee, Cameron Patel, Liam Kim",Canada,19-01-2026,2010,NC-17,119 min,"Fantasy, Mystery","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0307,Movie,Final City 307,Liam Martin,"Avery Anderson, Jordan Jackson, Noah Johnson, Alex Lee, Maya Williams","Turkey, United States",25-12-2025,2005,TV-14,123 min,"Family, Adventure","A family story about unexpected choices, relationships, and a journey that changes everything."
s0308,TV Show,Burning Storm 308,Noah Davis,"Sofia Jones, Sam Lee, Arjun Jackson","United Kingdom, Japan",13-08-2019,1998,TV-PG,8 Seasons,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0309,TV Show,Golden Journey 309,Avery Clark,"Daniel Singh, Priya Singh, Riley Khan, Ethan Sharma, Noah Khan",Canada,26-12-2025,2001,TV-MA,9 Seasons,"Stand-Up Comedy, Sci-Fi","A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0310,TV Show,Forgotten Road 310,Emma Jackson,"Jordan Kim, Sofia Jackson",Germany,20-03-2023,1995,TV-PG,9 Seasons,"Sports, Crime","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0311,Movie,Northern Project 311,Taylor Wilson,"Olivia Lewis, Lucas Brown, Lucas Clark, Noah Kim, Cameron Singh",South Korea,06-04-2023,2024,G,148 min,Sports,"A sports story about unexpected choices, relationships, and a journey that changes everything."
s0312,TV Show,Forgotten Truth 312,Cameron Anderson,"Jordan Singh, Aisha Anderson, Aisha Kim",Australia,12-05-2025,2020,TV-Y,5 Seasons,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0313,Movie,Fallen Stories 313,Taylor Jones,"Jamie Taylor, Avery Singh",Turkey,23-05-2025,2006,G,132 min,"Documentary, Romance","A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0314,TV Show,Dark Shadow 314,Mia Wilson,"Riley Martin, Jordan Thomas, Taylor Jones, Liam Jones, Sofia Sharma","Canada, Australia",11-08-2018,2018,TV-Y7,5 Seasons,"Horror, Animation","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0315,Movie,Broken Promise 315,Daniel Patel,"Cameron Garcia, Aisha Lee, Casey Patel, Lucas Patel, Sofia Taylor",Turkey,14-04-2022,2017,G,161 min,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0316,TV Show,Northern Dream 316,Morgan Lee,"Priya Singh, Olivia Taylor, Drew Taylor, Jamie Williams",Mexico,31-10-2023,2015,TV-MA,6 Seasons,"Sci-Fi, Horror","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0317,Movie,Midnight Road 317,Alex Lewis,"Taylor Smith, Priya Williams",Australia,28-10-2020,2018,TV-PG,99 min,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0318,Movie,Hidden Project 318,Taylor Johnson,"Liam Clark, Morgan Williams, Taylor Singh",Australia,21-04-2021,2026,PG-13,134 min,"Documentary, Crime","A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0319,Movie,Electric Shadow 319,Priya Lewis,"Jamie Miller, Taylor Taylor, Jordan Patel, Arjun Thomas","Japan, Turkey, Nigeria",04-11-2024,2001,TV-MA,125 min,Horror,"A horror story about unexpected choices, relationships, and a journey that changes everything."
s0320,Movie,Crimson Kingdom 320,Avery Lee,"Sam Singh, Olivia Williams, Daniel Taylor, Morgan Johnson, Taylor Brown",Japan,04-06-2018,2018,G,160 min,"Romance, Drama","A romance story about unexpected choices, relationships, and a journey that changes everything."
s0321,TV Show,Rising Code 321,Mia Thomas,"Emma Smith, Ethan Garcia, Sofia Sharma, Arjun Brown, Noah Wilson",Brazil,24-08-2025,2020,TV-G,5 Seasons,"Animation, Adventure","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0322,TV Show,Broken Journey 322,Maya Lee,"Taylor Khan, Cameron Clark, Sam Miller, Noah Johnson","Australia, Canada, Japan",14-12-2018,2014,TV-G,8 Seasons,"Animation, Stand-Up Comedy","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0323,Movie,Golden Dream 323,Sam Smith,"Sofia Patel, Taylor Lee, Olivia Anderson",Turkey,15-10-2021,2018,G,175 min,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0324,Movie,Burning Kingdom 324,Sam Clark,"Lucas Lee, Avery Kim, Casey Brown, Jordan Jones, Sofia Clark",Nigeria,07-12-2019,1992,R,155 min,"Romance, Drama","A romance story about unexpected choices, relationships, and a journey that changes everything."
s0325,Movie,Fallen Kingdom 325,Daniel Singh,"Emma Brown, Morgan Williams, Sofia Singh","Canada, India",21-08-2021,2002,TV-14,90 min,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0326,Movie,Midnight Signal 326,Jordan Kim,"Drew Brown, Morgan Taylor, Avery Sharma",South Korea,01-07-2019,2025,PG-13,87 min,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0327,TV Show,Dark City 327,Sofia Brown,"Alex Miller, Taylor Clark",Japan,24-04-2020,2016,TV-Y7,3 Seasons,"Stand-Up Comedy, Romance","A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0328,TV Show,Northern Legacy 328,Priya Wilson,"Liam Johnson, Liam Miller, Mia Garcia",India,26-02-2020,2009,TV-14,2 Seasons,Sci-Fi,"A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0329,Movie,Parallel Truth 329,Noah Martin,"Daniel Clark, Lucas Davis, Jamie Johnson",Italy,07-07-2025,1999,TV-MA,80 min,Documentary,"A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0330,Movie,Infinite Hearts 330,Sam Sharma,"Drew Singh, Daniel Johnson, Morgan Johnson, Noah Miller",United States,02-02-2026,2021,PG,131 min,Sci-Fi,"A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0331,TV Show,Forgotten Signal 331,Aisha Lewis,"Casey Williams, Drew Wilson, Morgan Wilson, Aisha Sharma","France, Canada",17-08-2019,1994,TV-MA,4 Seasons,"Comedy, Mystery","A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0332,TV Show,Dark Game 332,Maya Jones,"Aisha Davis, Olivia Jackson, Jamie Davis, Drew Jones, Jordan Kim",United Kingdom,12-07-2026,1997,TV-MA,6 Seasons,Documentary,"A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0333,Movie,Fallen Project 333,Riley Clark,"Emma Lee, Casey Brown, Priya Martin",Canada,04-04-2026,2020,TV-MA,106 min,Mystery,"A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0334,Movie,Midnight Storm 334,Emma Wilson,"Emma Smith, Priya Johnson, Jordan Garcia","Spain, United States",28-01-2023,2017,TV-14,138 min,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0335,Movie,Last Road 335,Alex Sharma,"Avery Jackson, Cameron Wilson, Olivia Brown",Australia,15-03-2023,2009,PG-13,173 min,"Drama, Reality TV","A drama story about unexpected choices, relationships, and a journey that changes everything."
s0336,Movie,Burning Promise 336,Maya Clark,"Mia Clark, Alex Clark, Taylor Patel, Mia Thomas, Ethan Johnson",Italy,02-04-2026,2007,R,82 min,"Action, Adventure","A action story about unexpected choices, relationships, and a journey that changes everything."
s0337,TV Show,Broken Kingdom 337,Arjun Jackson,"Liam Johnson, Maya Jackson, Riley Clark, Noah Brown, Noah Davis",South Korea,09-04-2026,2005,TV-Y,10 Seasons,Stand-Up Comedy,"A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0338,Movie,Secret World 338,Maya Taylor,"Jamie Johnson, Taylor Jackson, Maya Khan, Sofia Martin, Ethan Williams",Spain,20-07-2025,2024,NC-17,163 min,Animation,"A animation story about unexpected choices, relationships, and a journey that changes everything."
s0339,Movie,Lost Legacy 339,Taylor Brown,"Riley Anderson, Taylor Williams, Riley Taylor, Morgan Jones, Sofia Jones","Spain, Australia",26-04-2023,1991,NC-17,119 min,Romance,"A romance story about unexpected choices, relationships, and a journey that changes everything."
s0340,TV Show,Electric City 340,Cameron Davis,"Alex Wilson, Ethan Clark",Mexico,27-08-2024,2011,TV-Y7,9 Seasons,"Adventure, Stand-Up Comedy","A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0341,TV Show,Electric Hearts 341,Emma Jones,"Riley Taylor, Casey Garcia, Maya Anderson, Jordan Jones",Germany,10-12-2025,2000,TV-Y,3 Seasons,"Fantasy, Documentary, Action","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0342,Movie,Secret Kingdom 342,Jordan Thomas,"Daniel Taylor, Maya Miller, Sam Lee","Australia, South Korea",26-12-2023,2012,PG-13,113 min,Documentary,"A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0343,Movie,Hidden Game 343,Sofia Jones,"Drew Jones, Alex Lee, Ethan Thomas, Olivia Anderson, Sofia Anderson","Italy, Mexico, Australia",16-03-2026,1999,TV-MA,136 min,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0344,Movie,Golden Road 344,Morgan Anderson,"Arjun Singh, Casey Khan",South Korea,12-03-2020,1993,R,77 min,"Sci-Fi, Crime","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0345,Movie,Wild Legacy 345,Lucas Lewis,"Ethan Patel, Sam Garcia",Mexico,11-01-2026,2022,G,129 min,"Animation, Family, Action","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0346,TV Show,Burning Truth 346,Alex Anderson,"Maya Anderson, Daniel Lee, Taylor Davis, Aisha Khan","France, Italy",04-03-2026,2018,TV-14,7 Seasons,Mystery,"A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0347,Movie,Final Project 347,Taylor Jones,"Cameron Garcia, Ethan Thomas, Taylor Kim","India, United States",19-12-2025,2016,NC-17,147 min,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0348,Movie,Lost Promise 348,Arjun Anderson,"Jordan Anderson, Emma Anderson, Sofia Lee, Aisha Khan, Casey Smith","United Kingdom, Japan",05-09-2022,2009,TV-MA,97 min,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0349,TV Show,Secret City 349,Morgan Taylor,"Taylor Singh, Aisha Jackson, Emma Garcia, Emma Sharma, Jamie Clark",Brazil,29-11-2020,1997,TV-14,3 Seasons,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0350,Movie,Golden World 350,Daniel Jones,"Riley Johnson, Jamie Jackson, Priya Clark, Maya Johnson",Spain,18-09-2024,1994,R,171 min,"Documentary, Thriller","A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0351,Movie,Wild World 351,Drew Lewis,"Jamie Lewis, Mia Jackson, Morgan Lee, Emma Jackson","United States, United Kingdom",15-08-2022,2023,NC-17,118 min,Stand-Up Comedy,"A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0352,Movie,Silent Signal 352,Avery Martin,"Sam Lee, Liam Martin, Noah Lee","Italy, India",13-03-2018,2016,TV-MA,136 min,"Thriller, Romance, Reality TV","A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0353,TV Show,Fallen Truth 353,Avery Khan,"Riley Anderson, Alex Williams, Casey Jones, Mia Jones",Japan,07-10-2022,1998,TV-PG,2 Seasons,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0354,Movie,Hidden Stories 354,Priya Johnson,"Morgan Johnson, Lucas Martin, Emma Johnson",Nigeria,18-06-2026,2006,G,87 min,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
